# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	267807	269129	-	LPARA_01368		Outer membrane protein	RefSeq:WP_016384243.1, SO:0001217, UniParc:UPI0003434CDB, UniRef:UniRef100_UPI0003434CDB, UniRef:UniRef50_A0A7Y7QHT5, UniRef:UniRef90_Q035L6
contig_3	cds	269131	272136	-	LPARA_01369		Gram-positive cocci surface proteins LPxTG domain-containing protein	RefSeq:WP_241565073.1, SO:0001217, UniParc:UPI001F4ED8B8, UniRef:UniRef100_UPI001F4ED8B8, UniRef:UniRef50_A0A806F0T2, UniRef:UniRef90_A0A806F0T2
contig_3	cds	272414	272971	-	LPARA_01370		CHRD domain-containing protein	RefSeq:WP_003567312.1, SO:0001217, UniParc:UPI0000511445, UniRef:UniRef100_A0A0R2IXB3, UniRef:UniRef50_A0A1S6IQ06, UniRef:UniRef90_A0A0R2IXB3
contig_3	cds	273066	274262	-	LPARA_01371		Schlafen group 3-like DNA/RNA helicase domain-containing protein	KEGG:K09384, RefSeq:WP_016384123.1, SO:0001217, UniParc:UPI000343321C, UniRef:UniRef100_UPI000343321C, UniRef:UniRef50_F9UTV6, UniRef:UniRef90_Q035L2
contig_3	cds	274471	275526	+	LPARA_01372		DUF2974 domain-containing protein	RefSeq:WP_016384124.1, SO:0001217, UniParc:UPI000343606C, UniRef:UniRef100_UPI000343606C, UniRef:UniRef50_Q035L1, UniRef:UniRef90_Q035L1
contig_3	cds	275777	276406	+	LPARA_01373		Transcriptional regulator, xre family	RefSeq:WP_003576277.1, SO:0001217, UniParc:UPI00029804A2, UniRef:UniRef100_A0AAP9HK84, UniRef:UniRef50_A0A4Q1TQ99, UniRef:UniRef90_Q035L0
contig_3	cds	276542	276871	+	LPARA_01374	padR	Transcriptional regulator, PadR family	RefSeq:WP_003596042.1, SO:0001217, UniParc:UPI0000E569FF, UniRef:UniRef100_Q035K9, UniRef:UniRef50_R2SJ05, UniRef:UniRef90_Q035K9
contig_3	cds	276868	277656	+	LPARA_01375		DUF1129 domain-containing protein	RefSeq:WP_016384125.1, SO:0001217, UniParc:UPI000343489D, UniRef:UniRef100_UPI000343489D, UniRef:UniRef50_Q035K8, UniRef:UniRef90_Q035K8
contig_3	cds	277709	278497	+	LPARA_01376		DUF1129 domain-containing protein	RefSeq:WP_016384126.1, SO:0001217, UniParc:UPI000343AACC, UniRef:UniRef100_UPI000343AACC, UniRef:UniRef50_Q035K7, UniRef:UniRef90_Q035K7
contig_3	cds	278542	278820	-	LPARA_01377		Prebacteriocin	RefSeq:WP_003567328.1, SO:0001217, UniParc:UPI0000510DFD, UniRef:UniRef100_Q035K6, UniRef:UniRef50_Q035K6, UniRef:UniRef90_Q035K6
contig_3	cds	278844	279128	-	LPARA_01378		Prebacteriocin	RefSeq:WP_016384127.1, SO:0001217, UniParc:UPI0003439222, UniRef:UniRef100_UPI0003439222, UniRef:UniRef50_Q035K5, UniRef:UniRef90_Q035K5
contig_3	cds	279322	279618	-	LPARA_01379		Xre-like reg	RefSeq:WP_003588783.1, SO:0001217, UniParc:UPI000176AC7D, UniRef:UniRef100_A0A5Q8BNT9, UniRef:UniRef50_Q035K4, UniRef:UniRef90_Q035K4
contig_3	cds	279720	281075	-	LPARA_01380	yjjB	Integral membrane protein	COG:C, COG:COG3610, RefSeq:WP_003567335.1, SO:0001217, UniParc:UPI0000510DFA, UniRef:UniRef100_Q035K3, UniRef:UniRef50_Q74IW4, UniRef:UniRef90_Q035K3
contig_3	cds	281381	281641	-	LPARA_01381		hypothetical protein	SO:0001217, UniParc:UPI000343EDB1, UniRef:UniRef100_A0A243Q1U1, UniRef:UniRef50_Q035K1, UniRef:UniRef90_Q035K1
contig_3	cds	281765	282076	-	LPARA_01382		hypothetical protein	SO:0001217, UniRef:UniRef50_Q035K0, UniRef:UniRef90_Q035K0
contig_3	cds	282289	283668	-	LPARA_01383		Lactococcin A ABC transporter permease protein	KEGG:K20345, RefSeq:WP_016384128.1, SO:0001217, UniParc:UPI000343CDFC, UniRef:UniRef100_UPI000343CDFC, UniRef:UniRef50_A0A4Q1TQD2, UniRef:UniRef90_Q035J9
contig_3	cds	283679	285871	-	LPARA_01384	lagD	Lactococcin-G-processing and transport ATP-binding protein LagD	RefSeq:WP_016384129.1, SO:0001217, UniParc:UPI000343444C, UniRef:UniRef100_UPI000343444C, UniRef:UniRef50_A0A380L3A3, UniRef:UniRef90_A0A8B3GNA9
contig_3	cds	286337	286477	-	LPARA_01385		hypothetical protein	SO:0001217, UniRef:UniRef50_Q035J6
contig_3	cds	286668	287966	+	LPARA_01386		GHKL domain-containing protein	EC:2.7.13.3, KEGG:K07706, RefSeq:WP_353801624.1, SO:0001217, UniParc:UPI003393FF9C, UniRef:UniRef100_UPI003393FF9C, UniRef:UniRef50_I7AZ32, UniRef:UniRef90_I7AZ32
contig_3	cds	287971	288777	+	LPARA_01387		Response regulator of the LytR/AlgR family	RefSeq:WP_003567351.1, SO:0001217, UniParc:UPI0000510C5B, UniRef:UniRef100_Q035J4, UniRef:UniRef90_Q035J4
contig_3	cds	289139	289336	-	LPARA_01388		hypothetical protein	RefSeq:WP_003661762.1, SO:0001217, UniParc:UPI0000E56A04, UniRef:UniRef100_Q035J3, UniRef:UniRef50_Q035J3, UniRef:UniRef90_Q035J3
contig_3	cds	289882	290121	+	LPARA_01389		Transposase	RefSeq:WP_003605974.1, SO:0001217, UniParc:UPI000297A29F, UniRef:UniRef100_S2NAQ0, UniRef:UniRef50_A0A806LG16, UniRef:UniRef90_A0A806LG16
contig_3	cds	290381	290563	-	LPARA_01390		Class IIb bacteriocin, lactobin A/cerein 7B family	SO:0001217, UniRef:UniRef50_Q035J1, UniRef:UniRef90_Q035J1
contig_3	cds	290589	290777	-	LPARA_01391		COMC family	RefSeq:WP_003567358.1, SO:0001217, UniParc:UPI0000E56A06, UniRef:UniRef100_Q035J0, UniRef:UniRef50_A0A829GXQ0, UniRef:UniRef90_Q035J0
contig_3	cds	291099	291323	+	LPARA_01392		hypothetical protein	RefSeq:WP_003576297.1, SO:0001217, UniParc:UPI0002982D1B, UniRef:UniRef100_UPI0002982D1B, UniRef:UniRef50_Q035I9, UniRef:UniRef90_Q035I9
contig_3	cds	291355	291525	-	LPARA_01393		hypothetical protein	SO:0001217, UniParc:UPI000297E862, UniRef:UniRef100_A0AAP9HJI3, UniRef:UniRef50_Q035I8, UniRef:UniRef90_A0AAP9HJI3
contig_3	cds	292124	292936	-	LPARA_01394		CPBP family intramembrane metalloprotease	RefSeq:WP_003576301.1, SO:0001217, UniParc:UPI0002984ED3, UniRef:UniRef100_S2NQH5, UniRef:UniRef50_A0AAP4JKH7, UniRef:UniRef90_A0AAP4JKH7
contig_3	cds	293221	293379	-	LPARA_01395		C2H2-type domain-containing protein	RefSeq:WP_003576302.1, SO:0001217, UniParc:UPI0002981980, UniRef:UniRef100_A0A829TR70, UniRef:UniRef50_A0A829TR70, UniRef:UniRef90_A0A829TR70
contig_3	cds	293495	293827	-	LPARA_01396		Bacteriocin immunity protein	RefSeq:WP_003576304.1, SO:0001217, UniParc:UPI000297279A, UniRef:UniRef100_S2N8D3, UniRef:UniRef50_A0A0E3CZC3, UniRef:UniRef90_Q035I5
contig_3	cds	294079	294270	-	LPARA_01397		hypothetical protein	RefSeq:WP_016384132.1, SO:0001217, UniParc:UPI000343EE46, UniRef:UniRef100_S2P129, UniRef:UniRef50_Q035I3, UniRef:UniRef90_A0A806LB43
contig_3	cds	294583	294918	-	LPARA_01398		Prebacteriocin	RefSeq:WP_003599812.1, SO:0001217, UniParc:UPI00019C87E4, UniRef:UniRef100_A0A291IYA7, UniRef:UniRef50_Q035I2, UniRef:UniRef90_Q035I2
contig_3	cds	295037	295633	-	LPARA_01399		Acetyltransferase	EC:2.3.1.79, KEGG:K00661, RefSeq:WP_353801623.1, SO:0001217, UniParc:UPI0033926EAE, UniRef:UniRef100_UPI0033926EAE, UniRef:UniRef50_D5H1P4, UniRef:UniRef90_Q035I1
contig_3	cds	295904	296212	-	LPARA_01400		hypothetical protein	RefSeq:WP_003659595.1, SO:0001217, UniParc:UPI0000E56A0A, UniRef:UniRef100_Q035I0, UniRef:UniRef50_Q035I0, UniRef:UniRef90_Q035I0
contig_3	cds	296348	296563	-	LPARA_01401		Bacteriocin class II with double-glycine leader peptide	RefSeq:WP_003567374.1, SO:0001217, UniParc:UPI000176AD0D, UniRef:UniRef100_K6PDI4, UniRef:UniRef50_K6PDI4, UniRef:UniRef90_K6PDI4
contig_3	cds	296560	296793	-	LPARA_01402		Bacteriocin class II with double-glycine leader peptide	RefSeq:WP_003567376.1, SO:0001217, UniParc:UPI000176AD0E, UniRef:UniRef100_A0A829GIB5, UniRef:UniRef50_A0A8E0M831, UniRef:UniRef90_A0A8E0M831
contig_3	cds	297027	297980	-	LPARA_01403		Aldo/keto reductase	RefSeq:WP_003567378.1, SO:0001217, UniParc:UPI000176AD0F, UniRef:UniRef100_K6RW21, UniRef:UniRef50_A0A1L8SWG5, UniRef:UniRef90_K6RW21
contig_3	cds	298185	298919	+	LPARA_01404		Oxidoreductase	RefSeq:WP_003567380.1, SO:0001217, UniParc:UPI0001977AD3, UniRef:UniRef100_A0A826HVS5, UniRef:UniRef50_A0A7S4M5J0, UniRef:UniRef90_Q035H6
contig_3	cds	298945	300108	+	LPARA_01405		NADH oxidase	RefSeq:WP_016384134.1, SO:0001217, UniParc:UPI00034332CA, UniRef:UniRef100_UPI00034332CA, UniRef:UniRef50_A0A0R2K0C1, UniRef:UniRef90_A0A422LI62
contig_3	cds	300284	301660	-	LPARA_01406		Fumarate hydratase class II	EC:4.2.1.2, KEGG:K01679, RefSeq:WP_003576316.1, SO:0001217, UniParc:UPI0002980B2F, UniRef:UniRef100_A0AAP9HJM3, UniRef:UniRef50_A0A0R1P6D1, UniRef:UniRef90_Q035H4
contig_3	cds	301793	302551	-	LPARA_01407		DUF1819 domain-containing protein	RefSeq:WP_016384135.1, SO:0001217, UniParc:UPI00034351FC, UniRef:UniRef100_UPI00034351FC, UniRef:UniRef50_A0A829GX43, UniRef:UniRef90_A0A829GX43
contig_3	cds	302716	302859	-	LPARA_01408		Transposase	SO:0001217, UniParc:UPI0000E56A0F, UniRef:UniRef100_Q035H2, UniRef:UniRef50_Q035H2, UniRef:UniRef90_Q035H2
contig_3	cds	302843	304450	-	LPARA_01409	mntH	Nramp family divalent metal transporter	COG:COG1914, COG:P, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_016384136.1, SO:0001217, UniParc:UPI000343C3A1, UniRef:UniRef100_UPI000343C3A1, UniRef:UniRef50_Q8GH68, UniRef:UniRef90_A0A286T3V5
contig_3	cds	304838	307555	+	LPARA_01410	mgtA	Putative cation-transporting ATPase F	COG:COG0474, COG:P, RefSeq:WP_016384137.1, SO:0001217, UniParc:UPI0003434468, UniRef:UniRef100_UPI0003434468, UniRef:UniRef50_C8P5Q3, UniRef:UniRef90_A0A422M618
contig_3	cds	307855	308220	+	LPARA_01411		hypothetical protein	RefSeq:WP_003567394.1, SO:0001217, UniParc:UPI0001977E1D, UniRef:UniRef100_K6QAH6, UniRef:UniRef50_A0A0R2AXD2, UniRef:UniRef90_K6QAH6
contig_3	cds	308374	309747	-	LPARA_01412	araJ	Major facilitator superfamily (MFS) profile domain-containing protein	COG:COG2814, COG:G, RefSeq:WP_003585579.1, SO:0001217, UniParc:UPI0000511333, UniRef:UniRef100_Q035G8, UniRef:UniRef50_A0A0V8ESU5, UniRef:UniRef90_A0A0V8ESU5
contig_3	cds	309787	311316	-	LPARA_01413	sufI	Mco protein	COG:COG2132, COG:DPM, RefSeq:WP_003585581.1, SO:0001217, UniParc:UPI0000511334, UniRef:UniRef100_Q035G7, UniRef:UniRef50_A0A0R2FH24, UniRef:UniRef90_A0A0D1M113
contig_3	cds	311562	311753	+	LPARA_01414		Integral membrane protein	RefSeq:WP_003576326.1, SO:0001217, UniParc:UPI0000511335, UniRef:UniRef100_A0A223K5V7, UniRef:UniRef50_A0A0R1XGS4, UniRef:UniRef90_Q03GS8
contig_3	cds	311882	312520	+	LPARA_01415		Cation diffusion facilitator family transporter	RefSeq:WP_003567403.1, SO:0001217, UniParc:UPI000176AD16, UniRef:UniRef100_A0A1J3C6H3, UniRef:UniRef50_H1LH51, UniRef:UniRef90_A0A1J3C6H3
contig_3	cds	312541	312873	+	LPARA_01416	arsR	ArsR family transcriptional regulator	RefSeq:WP_003567405.1, SO:0001217, UniParc:UPI000176AD17, UniRef:UniRef100_A0A1J3C3M8, UniRef:UniRef50_A0A0R2JF07, UniRef:UniRef90_A0A1J3C3M8
contig_3	cds	312994	313935	-	LPARA_01417		Substrate binding protein	RefSeq:WP_353801620.1, SO:0001217, UniParc:UPI00339312CE, UniRef:UniRef100_UPI00339312CE, UniRef:UniRef50_A0A4V3A2H2, UniRef:UniRef90_Q8VN14
contig_3	cds	313932	314828	-	LPARA_01418	znuB	Manganese transport system membrane protein MntB	COG:COG1108, COG:P, RefSeq:WP_003567411.1, SO:0001217, UniParc:UPI00000B4CB3, UniRef:UniRef100_Q035G4, UniRef:UniRef50_Q8Y652, UniRef:UniRef90_A0A826HSA1
contig_3	cds	314825	315568	-	LPARA_01419	znuC	ABC-type Mn/Zn transport system, ATPase component	COG:COG1121, COG:P, RefSeq:WP_003567413.1, SO:0001217, UniParc:UPI00000B0C41, UniRef:UniRef100_Q035G3, UniRef:UniRef50_V6QCP8, UniRef:UniRef90_Q035G3
contig_3	cds	315845	317311	-	LPARA_01420	aldA	aldehyde dehydrogenase	EC:1.2.1.-, GO:0016620, RefSeq:WP_016384806.1, SO:0001217, UniParc:UPI000343EA39, UniRef:UniRef100_UPI000343EA39, UniRef:UniRef50_I2NF89, UniRef:UniRef90_Q035G2
contig_3	cds	317512	317781	-	LPARA_01421	rpsN	30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0015935, GO:0019843, KEGG:K02954, RefSeq:WP_011674890.1, SO:0001217, UniParc:UPI0000E56A12, UniRef:UniRef100_Q035G1, UniRef:UniRef50_O31587, UniRef:UniRef90_Q035G1
contig_3	cds	318190	319107	+	LPARA_01422		ABC-type metal ion transport system, periplasmic component/surface adhesin	RefSeq:WP_016384807.1, SO:0001217, UniParc:UPI000343BDC1, UniRef:UniRef100_UPI000343BDC1, UniRef:UniRef50_A0A0R1TG19, UniRef:UniRef90_Q035F9
contig_3	cds	319347	319988	+	LPARA_01423		NAD(P)-binding domain-containing protein	RefSeq:WP_003567422.1, SO:0001217, UniParc:UPI000176AD91, UniRef:UniRef100_A0A806F0C9, UniRef:UniRef50_A0A0R2DA08, UniRef:UniRef90_A0A806F0C9
contig_3	cds	320106	320738	-	LPARA_01424		Nudix hydrolase domain-containing protein	RefSeq:WP_003567423.1, SO:0001217, UniParc:UPI0001977E25, UniRef:UniRef100_A0A1V0Q8J8, UniRef:UniRef50_A0A0R1J3S3, UniRef:UniRef90_A0A422M641
contig_3	cds	320895	321419	-	LPARA_01425		Lipoprotein	RefSeq:WP_016384808.1, SO:0001217, UniParc:UPI0003433453, UniRef:UniRef100_UPI0003433453, UniRef:UniRef50_A0A2A5L443, UniRef:UniRef90_S2P1Q1
contig_3	cds	321682	323478	+	LPARA_01426		Gram-positive cocci surface proteins LPxTG domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5R8M130
contig_3	cds	323629	324531	+	LPARA_01427		ABC-type metal ion transport system, periplasmic component/surface adhesin	RefSeq:WP_016384810.1, SO:0001217, UniParc:UPI000343E1CC, UniRef:UniRef100_UPI000343E1CC, UniRef:UniRef50_A0A0R1TG19, UniRef:UniRef90_Q035F3
contig_3	cds	324775	324924	+	LPARA_01428		hypothetical protein	RefSeq:WP_003567431.1, SO:0001217, UniParc:UPI0000E56A17, UniRef:UniRef100_Q035F2, UniRef:UniRef50_Q035F2, UniRef:UniRef90_Q035F2
contig_3	cds	325532	327880	-	LPARA_01429		Gram-positive cocci surface proteins LPxTG domain-containing protein	RefSeq:WP_241565072.1, SO:0001217, UniParc:UPI001F4EA898, UniRef:UniRef100_UPI001F4EA898, UniRef:UniRef50_A0A806E6S9, UniRef:UniRef90_A0A806LJ58
contig_3	cds	328055	329239	-	LPARA_01430		hypothetical protein	RefSeq:WP_016384732.1, SO:0001217, UniParc:UPI000343CFC9, UniRef:UniRef100_UPI000343CFC9, UniRef:UniRef50_Q035E8, UniRef:UniRef90_Q035E8
contig_3	cds	329691	329978	-	LPARA_01431		hypothetical protein	
contig_3	cds	330985	331341	-	LPARA_01432	fluC	Fluoride-specific ion channel FluC	RefSeq:WP_016384734.1, SO:0001217, UniParc:UPI000343C3AF, UniRef:UniRef100_UPI000343C3AF, UniRef:UniRef50_J9VXS3, UniRef:UniRef90_Q035E5
contig_3	cds	331335	331745	-	LPARA_01433	fluC	Fluoride-specific ion channel FluC	RefSeq:WP_003567441.1, SO:0001217, UniParc:UPI000176AD9B, UniRef:UniRef100_A0A422LHW7, UniRef:UniRef50_Q035E4, UniRef:UniRef90_Q035E4
contig_3	cds	331840	331959	+	LPARA_01434		hypothetical protein	SO:0001217, UniParc:UPI0002DA0E07, UniRef:UniRef100_S2N8Z0, UniRef:UniRef50_S2N8Z0, UniRef:UniRef90_S2N8Z0
contig_3	ncRNA-region	331900	331954	-			Fluoride riboswitch aptamer (crcB RNA motif)	RFAM:RF01734, SO:0000035
contig_3	cds	332171	332473	-	LPARA_01435		Antitoxin igA-2	SO:0001217, UniRef:UniRef50_A0A8B3GUM2, UniRef:UniRef90_A0A8B3GUM2
contig_3	cds	332451	332633	-	LPARA_01436	relE	(pseudo) Addiction module toxin RelE	SO:0001217, UniRef:UniRef50_A0A422M665, UniRef:UniRef90_A0A422M665
contig_3	cds	333026	333313	-	LPARA_01437		hypothetical protein	RefSeq:WP_013246073.1, SO:0001217, UniParc:UPI0001DBE140, UniRef:UniRef100_A0A829G4U4, UniRef:UniRef50_Q035E3, UniRef:UniRef90_A0A829GSY8
contig_3	ncRNA-region	333366	333430	+			Fluoride riboswitch aptamer (crcB RNA motif)	RFAM:RF01734, SO:0000035
contig_3	cds	333490	334776	+	LPARA_01438	eno	phosphopyruvate hydratase	EC:4.2.1.11, GO:0000015, GO:0000287, GO:0004634, GO:0006096, KEGG:K01689, RefSeq:WP_003659618.1, SO:0001217, UniParc:UPI000197815C, UniRef:UniRef100_A0A826HY36, UniRef:UniRef50_Q88VW2, UniRef:UniRef90_A0A826HY36
contig_3	cds	334852	337107	+	LPARA_01439		Putative copper-importing P-type ATPase A	RefSeq:WP_003567445.1, SO:0001217, UniParc:UPI000197815D, UniRef:UniRef100_A0A826HM12, UniRef:UniRef50_F9UPP1, UniRef:UniRef90_A0A8B3GN70
contig_3	cds	337488	338435	+	LPARA_01440		ABC-type phosphate/phosphonate transport system, periplasmic component	KEGG:K02044, RefSeq:WP_003567447.1, SO:0001217, UniParc:UPI0000E56A1F, UniRef:UniRef100_Q035E1, UniRef:UniRef50_D3EDC2, UniRef:UniRef90_Q035E1
contig_3	cds	338495	339268	+	LPARA_01441	phnC	phosphonate ABC transporter ATP-binding protein	EC:7.3.2.2, GO:0005524, GO:0005886, GO:0015416, GO:0015716, GO:0016020, GO:0016887, RefSeq:WP_016382908.1, SO:0001217, UniParc:UPI0003439B1B, UniRef:UniRef100_UPI0003439B1B, UniRef:UniRef50_Q81A96, UniRef:UniRef90_Q035E0
contig_3	cds	339268	340050	+	LPARA_01442	phnE	phosphonate ABC transporter, permease protein PhnE	EC:7.3.2.2, GO:0005886, GO:0015416, GO:0015716, GO:0055052, KEGG:K02042, RefSeq:WP_003576383.1, SO:0001217, UniParc:UPI0000510F5F, UniRef:UniRef100_Q035D9, UniRef:UniRef50_A0A4V3A2X6, UniRef:UniRef90_A0A0E2LVK7
contig_3	cds	340047	340850	+	LPARA_01443	phnE	phosphonate ABC transporter, permease protein PhnE	EC:7.3.2.2, GO:0005886, GO:0015416, GO:0015716, GO:0055052, KEGG:K02042, RefSeq:WP_003567453.1, SO:0001217, UniParc:UPI000197815E, UniRef:UniRef100_A0A1J3C0N6, UniRef:UniRef50_A0A7Z1N8X5, UniRef:UniRef90_A0A1J3C0N6
contig_3	cds	341229	342203	-	LPARA_01444		ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	RefSeq:WP_003567455.1, SO:0001217, UniParc:UPI0000510F5D, UniRef:UniRef100_Q035D6, UniRef:UniRef50_A0A4R5ND85, UniRef:UniRef90_Q035D6
contig_3	cds	342193	343725	-	LPARA_01445		Acyl-CoA synthetase	RefSeq:WP_016384738.1, SO:0001217, UniParc:UPI000343B310, UniRef:UniRef100_UPI000343B310, UniRef:UniRef50_C5RAQ9, UniRef:UniRef90_A0A806EJT9
contig_3	cds	343682	344914	-	LPARA_01446		Acyltransferase	RefSeq:WP_016384739.1, SO:0001217, UniParc:UPI0003439F81, UniRef:UniRef100_UPI0003439F81, UniRef:UniRef50_A0AA50EB69, UniRef:UniRef90_A0AAP4JIV5
contig_3	cds	344911	345612	-	LPARA_01447		ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	RefSeq:WP_016384740.1, SO:0001217, UniParc:UPI000343C414, UniRef:UniRef100_UPI000343C414, UniRef:UniRef50_A0A0D1A819, UniRef:UniRef90_Q035D3
contig_3	cds	345609	346424	-	LPARA_01448		ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	RefSeq:WP_016382654.1, SO:0001217, UniParc:UPI0003433F46, UniRef:UniRef100_A0A0C9Q9T6, UniRef:UniRef50_A0A4R5ND65, UniRef:UniRef90_Q035D2
contig_3	cds	346719	347498	-	LPARA_01449		ABC-type putative transport system, permease component	KEGG:K25154, RefSeq:WP_016384741.1, SO:0001217, UniParc:UPI000343B95E, UniRef:UniRef100_UPI000343B95E, UniRef:UniRef50_A0A0R1S5G4, UniRef:UniRef90_Q035D1
contig_3	cds	347502	348272	-	LPARA_01450		ABC transporter permease	KEGG:K25155, RefSeq:WP_016384742.1, SO:0001217, UniParc:UPI00034352CC, UniRef:UniRef100_UPI00034352CC, UniRef:UniRef50_A0A806E6V1, UniRef:UniRef90_A0A806E6V1
contig_3	cds	348269	349219	-	LPARA_01451		ABC-type oligopeptide transport system, ATPase component	RefSeq:WP_003596139.1, SO:0001217, UniParc:UPI0002983D6D, UniRef:UniRef100_UPI0002983D6D, UniRef:UniRef50_Q035C9, UniRef:UniRef90_Q035C9
contig_3	cds	349694	349942	-	LPARA_01452		hypothetical protein	RefSeq:WP_016383783.1, SO:0001217, UniParc:UPI0002EAB24A, UniRef:UniRef100_A0A806LHC4, UniRef:UniRef50_A0A826HVU8, UniRef:UniRef90_A0A826HVU8
contig_3	cds	350190	350630	+	LPARA_01453		DUF2785 domain-containing protein	RefSeq:WP_016384744.1, SO:0001217, UniParc:UPI0002EDD101, UniRef:UniRef100_UPI0002EDD101, UniRef:UniRef50_S2RFX7, UniRef:UniRef90_A0AAP4JJX3
contig_3	cds	350609	350995	+	LPARA_01454		DUF2785 domain-containing protein	RefSeq:WP_016384745.1, SO:0001217, UniParc:UPI00030FEFCF, UniRef:UniRef100_UPI00030FEFCF, UniRef:UniRef50_Q035C8, UniRef:UniRef90_A0A0C9Q6H8
contig_3	cds	350997	351956	-	LPARA_01455		Extracellular protein	SO:0001217, UniRef:UniRef50_Q035C7
contig_3	cds	352326	352649	+	LPARA_01456		Role in replication	RefSeq:WP_003591877.1, SO:0001217, UniParc:UPI000176A4A3, UniRef:UniRef100_A0A411ETB6, UniRef:UniRef50_A0A1S6JLY6, UniRef:UniRef90_A0A291IXR8
contig_3	cds	352816	353208	-	LPARA_01457	rpsI	30S ribosomal protein S9	COG:COG0103, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0022627, KEGG:K02996, RefSeq:WP_003567483.1, SO:0001217, UniParc:UPI00005112BE, UniRef:UniRef100_Q035C4, UniRef:UniRef50_P31782, UniRef:UniRef90_Q035C4
contig_3	cds	353222	353668	-	LPARA_01458	rplM	50S ribosomal protein L13	COG:COG0102, COG:J, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0017148, GO:0022625, RefSeq:WP_003567485.1, SO:0001217, UniParc:UPI0000E56A22, UniRef:UniRef100_Q035C3, UniRef:UniRef50_P70974, UniRef:UniRef90_Q035C3
contig_3	ncRNA-region	353688	353744	-			Ribosomal protein L13 leader	RFAM:RF00555, SO:0000140
contig_3	cds	353912	354523	-	LPARA_01459	tetR	Transcriptional regulator TetR	RefSeq:WP_012491977.1, SO:0001217, UniParc:UPI000176A4A4, UniRef:UniRef100_A0AB38Q922, UniRef:UniRef50_A0A5R8LPS5, UniRef:UniRef90_A0A826HY44
contig_3	cds	354604	355662	+	LPARA_01460	hrtB	Putative hemin transport system permease protein HrtB	SO:0001217, UniRef:UniRef50_Q035C1, UniRef:UniRef90_Q035C1
contig_3	cds	355664	356374	+	LPARA_01461	hrtA	Putative hemin import ATP-binding protein HrtA	RefSeq:WP_003567493.1, SO:0001217, UniParc:UPI000297CEF1, UniRef:UniRef100_A0AAP4JIK7, UniRef:UniRef50_E8K0Q8, UniRef:UniRef90_A0A422M6B2
contig_3	cds	356548	356769	+	LPARA_01462		Probiotic-derived P8 protein	RefSeq:WP_003567496.1, SO:0001217, UniParc:UPI0000E56A25, UniRef:UniRef100_Q035B9, UniRef:UniRef50_A0A0R1QMW2, UniRef:UniRef90_Q035B9
contig_3	cds	357042	357803	+	LPARA_01463	merR	Transcriptional regulator, MerR family	SO:0001217, UniRef:UniRef50_Q035B8, UniRef:UniRef90_Q035B8
contig_3	cds	357898	358641	-	LPARA_01464	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0001522, GO:0003723, GO:0009451, GO:0009982, GO:0031119, GO:0160147, KEGG:K06173, RefSeq:WP_016384748.1, SO:0001217, UniParc:UPI0003435ED8, UniRef:UniRef100_UPI0003435ED8, UniRef:UniRef50_Q88XU9, UniRef:UniRef90_Q035B5
contig_3	cds	358655	359449	-	LPARA_01465	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	COG:COG0619, COG:H, GO:0005886, GO:0022857, KEGG:K16785, RefSeq:WP_003567501.1, SO:0001217, UniParc:UPI0000511143, UniRef:UniRef100_Q035B4, UniRef:UniRef50_Q035B4, UniRef:UniRef90_Q035B4
contig_3	cds	359442	360287	-	LPARA_01466	ecfA2	energy-coupling factor ABC transporter ATP-binding protein	COG:COG1122, COG:PR, EC:3.6.3.-, GO:0005524, GO:0016020, GO:0016887, GO:0042626, GO:0043190, GO:0055085, SO:0001217, UniParc:UPI0000511144, UniRef:UniRef100_A0A422LHV4, UniRef:UniRef50_A2RI02, UniRef:UniRef90_Q035B3
contig_3	cds	360284	361120	-	LPARA_01467	ecfA1	energy-coupling factor ABC transporter ATP-binding protein	COG:COG1122, COG:PR, EC:7.-.-.-, GO:0005524, GO:0016020, GO:0016887, GO:0042626, GO:0043190, GO:0055085, SO:0001217, UniRef:UniRef50_A2RI01, UniRef:UniRef90_Q035B2
contig_3	cds	361264	361935	-	LPARA_01468		Integral membrane protein	RefSeq:WP_016384749.1, SO:0001217, UniParc:UPI00034363A7, UniRef:UniRef100_UPI00034363A7, UniRef:UniRef50_Q035B1, UniRef:UniRef90_Q035B1
contig_3	ncRNA-region	362224	362295	-			L17 ribosomal protein downstream element	RFAM:RF01708, SO:0005836
