## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_01288	543734.LCABL_24590	3.72e-281	769.0	COG2271@1|root,COG2271@2|Bacteria,1UHSG@1239|Firmicutes,4IS86@91061|Bacilli,3FBXF@33958|Lactobacillaceae	91061|Bacilli	G	Sugar (and other) transporter	yceI	-	-	ko:K08369	-	-	-	-	ko00000,ko02000	2.A.1	-	-	MFS_1,Sugar_tr
ELMOCPCJ_01289	543734.LCABL_24600	0.0	901.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,3F47F@33958|Lactobacillaceae	91061|Bacilli	C	Belongs to the aldehyde dehydrogenase family	gabD	-	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
ELMOCPCJ_01290	543734.LCABL_24610	3.82e-158	444.0	COG0081@1|root,COG0081@2|Bacteria,1TPTS@1239|Firmicutes,4HAK4@91061|Bacilli,3F3VQ@33958|Lactobacillaceae	91061|Bacilli	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
ELMOCPCJ_01291	568703.LGG_02289	1.56e-89	263.0	COG0080@1|root,COG0080@2|Bacteria,1V1BS@1239|Firmicutes,4HFQ0@91061|Bacilli,3F64I@33958|Lactobacillaceae	91061|Bacilli	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	rplK	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02867	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L11,Ribosomal_L11_N
ELMOCPCJ_01292	543734.LCABL_24630	0.0	1688.0	COG0474@1|root,COG0474@2|Bacteria,1TPF5@1239|Firmicutes,4HBQJ@91061|Bacilli,3F4E0@33958|Lactobacillaceae	91061|Bacilli	P	COG0474 Cation transport ATPase	mgtA	-	3.6.3.2	ko:K01531	-	-	-	-	ko00000,ko01000	3.A.3.4	-	-	Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
ELMOCPCJ_01293	543734.LCABL_24640	0.0	919.0	COG0154@1|root,COG0154@2|Bacteria,1TPGJ@1239|Firmicutes,4HBE7@91061|Bacilli,3F4UM@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the amidase family	nylA	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	Amidase,Gram_pos_anchor
ELMOCPCJ_01294	543734.LCABL_24650	8.22e-85	249.0	COG5646@1|root,COG5646@2|Bacteria,1V6QT@1239|Firmicutes,4HIUI@91061|Bacilli,3F79K@33958|Lactobacillaceae	91061|Bacilli	S	Domain of unknown function (DU1801)	frataxin	-	-	ko:K05937	-	-	-	-	ko00000	-	-	-	DUF1801
ELMOCPCJ_01295	543734.LCABL_24660	1.03e-118	340.0	COG2096@1|root,COG2096@2|Bacteria,1V3PI@1239|Firmicutes,4IS1C@91061|Bacilli,3FBQY@33958|Lactobacillaceae	91061|Bacilli	S	Cobalamin adenosyltransferase	yvqK	-	2.5.1.17	ko:K00798	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000	-	-	-	Cob_adeno_trans
ELMOCPCJ_01296	543734.LCABL_24670	1.59e-124	355.0	COG4720@1|root,COG4720@2|Bacteria,1V5GD@1239|Firmicutes,4HI8Y@91061|Bacilli,3F5H7@33958|Lactobacillaceae	91061|Bacilli	S	ECF transporter, substrate-specific component	-	-	-	ko:K16927	-	M00582	-	-	ko00000,ko00002,ko02000	3.A.1.32	-	-	ECF-ribofla_trS,ECF_trnsprt
ELMOCPCJ_01297	543734.LCABL_24680	5.04e-82	243.0	2DNM7@1|root,32Y2X@2|Bacteria,1VF26@1239|Firmicutes,4HP82@91061|Bacilli,3F6AM@33958|Lactobacillaceae	91061|Bacilli	S	Domain of unknown function (DUF4430)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4430
ELMOCPCJ_01298	543734.LCABL_24690	0.0	1527.0	COG0209@1|root,COG0209@2|Bacteria,1TT3U@1239|Firmicutes,4HFF1@91061|Bacilli,3F3VU@33958|Lactobacillaceae	91061|Bacilli	F	ribonucleoside-triphosphate reductase activity	rtpR	-	1.17.4.2	ko:K00527	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02014,R02020,R02022,R02023,R04315	RC00013,RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribonuc_red_lgC
ELMOCPCJ_01299	543734.LCABL_24700	3.77e-102	295.0	COG3613@1|root,COG3613@2|Bacteria,1U5KZ@1239|Firmicutes,4IFBV@91061|Bacilli,3F74G@33958|Lactobacillaceae	91061|Bacilli	F	Nucleoside 2-deoxyribosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Nuc_deoxyrib_tr
ELMOCPCJ_01300	543734.LCABL_24710	2.34e-203	562.0	COG4814@1|root,COG4814@2|Bacteria,1V910@1239|Firmicutes,4HF90@91061|Bacilli,3F4RX@33958|Lactobacillaceae	91061|Bacilli	S	Alpha/beta hydrolase of unknown function (DUF915)	-	-	-	-	-	-	-	-	-	-	-	-	DUF915
ELMOCPCJ_01301	543734.LCABL_24720	2.68e-129	367.0	COG0250@1|root,COG0250@2|Bacteria,1TR3P@1239|Firmicutes,4HAJA@91061|Bacilli,3F55W@33958|Lactobacillaceae	91061|Bacilli	K	Participates in transcription elongation, termination and antitermination	nusG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KOW,NusG
ELMOCPCJ_01302	543734.LCABL_24730	1.03e-30	108.0	COG0690@1|root,COG0690@2|Bacteria,1VK48@1239|Firmicutes,4HR1W@91061|Bacilli,3F86Y@33958|Lactobacillaceae	91061|Bacilli	U	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation	secE	-	-	ko:K03073	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecE
ELMOCPCJ_01303	543734.LCABL_24740	5.58e-221	610.0	COG1575@1|root,COG1575@2|Bacteria,1TSZV@1239|Firmicutes,4HA68@91061|Bacilli,3F3JM@33958|Lactobacillaceae	91061|Bacilli	H	1,4-dihydroxy-2-naphthoate	menA	-	2.5.1.74	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R05617,R06858,R10757	RC02935,RC02936,RC03264	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
ELMOCPCJ_01304	543734.LCABL_24750	4.93e-216	597.0	COG1575@1|root,COG1575@2|Bacteria,1TSZV@1239|Firmicutes,4HA68@91061|Bacilli,3F6SN@33958|Lactobacillaceae	91061|Bacilli	M	UbiA prenyltransferase family	menA	-	2.5.1.74	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R05617,R06858,R10757	RC02935,RC02936,RC03264	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
ELMOCPCJ_01305	543734.LCABL_24760	5.19e-251	689.0	COG1477@1|root,COG1477@2|Bacteria,1TR9C@1239|Firmicutes,4HA6Y@91061|Bacilli,3FB4B@33958|Lactobacillaceae	91061|Bacilli	H	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	apbE	-	2.7.1.180	ko:K03734	-	-	-	-	ko00000,ko01000	-	-	-	ApbE
ELMOCPCJ_01306	543734.LCABL_24770	1.97e-186	521.0	COG4939@1|root,COG4939@2|Bacteria,1V2YY@1239|Firmicutes,4HGMF@91061|Bacilli,3FBKH@33958|Lactobacillaceae	91061|Bacilli	S	FMN_bind	cad	-	-	ko:K20379	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	FMN_bind
ELMOCPCJ_01307	543734.LCABL_24780	0.0	1249.0	COG1252@1|root,COG1252@2|Bacteria,1TR6X@1239|Firmicutes,4HA14@91061|Bacilli,3F4N1@33958|Lactobacillaceae	91061|Bacilli	C	NADH dehydrogenase	ndh	-	1.6.99.3	ko:K03885	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	DoxX,Pyr_redox_2
ELMOCPCJ_01308	543734.LCABL_24790	1.66e-105	304.0	COG5341@1|root,COG5341@2|Bacteria,1VCR8@1239|Firmicutes,4HMR5@91061|Bacilli,3F7R1@33958|Lactobacillaceae	91061|Bacilli	S	NusG domain II	-	-	-	-	-	-	-	-	-	-	-	-	NusG_II
ELMOCPCJ_01309	543734.LCABL_24800	1.46e-127	363.0	COG4769@1|root,COG4769@2|Bacteria,1V1M0@1239|Firmicutes,4HG1H@91061|Bacilli,3F3R8@33958|Lactobacillaceae	91061|Bacilli	S	Heptaprenyl diphosphate synthase component I	hepA	-	2.5.1.30	ko:K00805	ko00900,ko01110,map00900,map01110	-	R09247	RC00279	ko00000,ko00001,ko01000,ko01006	-	-	-	Hpre_diP_synt_I
ELMOCPCJ_01310	543734.LCABL_24810	4.79e-225	621.0	COG0142@1|root,COG0142@2|Bacteria,1TR0U@1239|Firmicutes,4H9RH@91061|Bacilli,3F4GC@33958|Lactobacillaceae	91061|Bacilli	H	Belongs to the FPP GGPP synthase family	hepT	GO:0003674,GO:0003824,GO:0006732,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016765,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.5.1.30,2.5.1.83	ko:K00805,ko:K21275	ko00900,ko01110,map00900,map01110	-	R09245,R09247	RC00279	ko00000,ko00001,ko01000,ko01006	-	-	-	polyprenyl_synt
ELMOCPCJ_01312	543734.LCABL_24830	8.03e-159	445.0	COG2085@1|root,COG2085@2|Bacteria,1UXZM@1239|Firmicutes,4HDRH@91061|Bacilli,3FB9A@33958|Lactobacillaceae	91061|Bacilli	S	Rossmann-like domain	-	-	1.5.1.40	ko:K06988	-	-	-	-	ko00000,ko01000	-	-	-	F420_oxidored
ELMOCPCJ_01313	543734.LCABL_24840	1.04e-248	683.0	COG2141@1|root,COG2141@2|Bacteria,1TRBN@1239|Firmicutes,4HBYT@91061|Bacilli,3F4KZ@33958|Lactobacillaceae	91061|Bacilli	C	Luciferase-like monooxygenase	XK27_00915	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
ELMOCPCJ_01315	543734.LCABL_24850	5.89e-126	358.0	COG3688@1|root,COG3688@2|Bacteria,1V9XR@1239|Firmicutes,4HFW4@91061|Bacilli,3F5KC@33958|Lactobacillaceae	91061|Bacilli	S	YacP-like NYN domain	yacP	-	-	ko:K06962	-	-	-	-	ko00000	-	-	-	NYN_YacP
ELMOCPCJ_01316	543734.LCABL_24860	1.05e-179	501.0	COG0566@1|root,COG0566@2|Bacteria,1TP9G@1239|Firmicutes,4HBBI@91061|Bacilli,3F3TD@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family	trmH	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070039,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.185	ko:K03218	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	SpoU_methylase,SpoU_sub_bind
ELMOCPCJ_01317	543734.LCABL_24870	1.14e-96	281.0	COG1939@1|root,COG1939@2|Bacteria,1VA5V@1239|Firmicutes,4HIM3@91061|Bacilli,3F6HS@33958|Lactobacillaceae	91061|Bacilli	J	Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc)	mrnC	GO:0003674,GO:0003824,GO:0004518,GO:0004540,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360	-	ko:K11145	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Ribonuclease_3
ELMOCPCJ_01318	543734.LCABL_24880	0.0	938.0	COG0215@1|root,COG0215@2|Bacteria,1TP9D@1239|Firmicutes,4HA6D@91061|Bacilli,3F4K7@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	GO:0000166,GO:0001871,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009986,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030246,GO:0030247,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2001065	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e,tRNA-synt_1g
ELMOCPCJ_01319	543734.LCABL_24890	0.0	905.0	COG0277@1|root,COG0277@2|Bacteria,1TPBC@1239|Firmicutes,4H9UU@91061|Bacilli,3F4AD@33958|Lactobacillaceae	91061|Bacilli	C	FAD linked oxidases, C-terminal domain	loxD	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
ELMOCPCJ_01320	543734.LCABL_24900	3.1e-138	390.0	29Q7Y@1|root,30B6Z@2|Bacteria,1U7NE@1239|Firmicutes,4IHJP@91061|Bacilli,3F9Y4@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01322	543734.LCABL_24920	0.0	961.0	COG0008@1|root,COG0008@2|Bacteria,1TPJC@1239|Firmicutes,4HAKH@91061|Bacilli,3F3PR@33958|Lactobacillaceae	91061|Bacilli	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0009986,GO:0030246,GO:0030247,GO:0044464,GO:2001065	6.1.1.24	ko:K09698	ko00970,ko01100,map00970,map01100	M00360	R03651,R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iSB619.SA_RS02860	tRNA-synt_1c
ELMOCPCJ_01323	543734.LCABL_24930	5.49e-236	649.0	COG0673@1|root,COG0673@2|Bacteria,1TPT5@1239|Firmicutes,4HAPJ@91061|Bacilli,3F4XH@33958|Lactobacillaceae	91061|Bacilli	S	Oxidoreductase family, NAD-binding Rossmann fold	XK27_10475	-	-	-	-	-	-	-	-	-	-	-	GFO_IDH_MocA
ELMOCPCJ_01324	543734.LCABL_24940	1.05e-152	429.0	COG0120@1|root,COG0120@2|Bacteria,1W0HS@1239|Firmicutes,4HZEY@91061|Bacilli,3F757@33958|Lactobacillaceae	91061|Bacilli	G	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	rpiA1	-	5.3.1.6	ko:K01807	ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167,M00580	R01056	RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	Rib_5-P_isom_A
ELMOCPCJ_01325	543734.LCABL_24950	6.73e-180	503.0	COG1737@1|root,COG1737@2|Bacteria,1UYAM@1239|Firmicutes,4HVUK@91061|Bacilli,3FC4F@33958|Lactobacillaceae	91061|Bacilli	K	SIS domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
ELMOCPCJ_01326	543734.LCABL_24960	9.21e-146	414.0	COG4377@1|root,COG4377@2|Bacteria,1V3UF@1239|Firmicutes,4HEYB@91061|Bacilli,3F7XI@33958|Lactobacillaceae	91061|Bacilli	S	Putative membrane peptidase family (DUF2324)	yhfC	-	-	-	-	-	-	-	-	-	-	-	DUF2324
ELMOCPCJ_01327	543734.LCABL_24980	1.6e-225	623.0	COG4194@1|root,COG4194@2|Bacteria,1UY2R@1239|Firmicutes,4HEEQ@91061|Bacilli,3F7N8@33958|Lactobacillaceae	91061|Bacilli	S	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	DUF1648
ELMOCPCJ_01328	543734.LCABL_24990	2.17e-81	241.0	COG1725@1|root,COG1725@2|Bacteria,1V743@1239|Firmicutes,4HJDB@91061|Bacilli,3F8MP@33958|Lactobacillaceae	91061|Bacilli	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	GntR
ELMOCPCJ_01329	543734.LCABL_25040	4.54e-284	778.0	COG4932@1|root,COG4932@2|Bacteria,1UWF2@1239|Firmicutes,4HGU0@91061|Bacilli,3F6D1@33958|Lactobacillaceae	91061|Bacilli	M	MucBP domain	inlJ	-	-	-	-	-	-	-	-	-	-	-	DUF285,Gram_pos_anchor,MucBP
ELMOCPCJ_01330	543734.LCABL_25050	2.75e-170	477.0	COG1277@1|root,COG1277@2|Bacteria,1V1GX@1239|Firmicutes,4HG2P@91061|Bacilli,3F52P@33958|Lactobacillaceae	91061|Bacilli	S	ABC-2 family transporter protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2,ABC2_membrane_4
ELMOCPCJ_01331	543734.LCABL_25060	2.41e-203	563.0	COG1131@1|root,COG1131@2|Bacteria,1TP4J@1239|Firmicutes,4HBGH@91061|Bacilli,3F3YW@33958|Lactobacillaceae	91061|Bacilli	V	ABC transporter, ATP-binding protein	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
ELMOCPCJ_01332	543734.LCABL_25070	8.38e-155	441.0	COG1396@1|root,COG1396@2|Bacteria,1U7HF@1239|Firmicutes,4IHE2@91061|Bacilli,3F9PR@33958|Lactobacillaceae	91061|Bacilli	K	sequence-specific DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01333	543734.LCABL_25080	7.47e-259	710.0	COG4956@1|root,COG4956@2|Bacteria,1TP0P@1239|Firmicutes,4H9NQ@91061|Bacilli,3F46T@33958|Lactobacillaceae	91061|Bacilli	S	domain protein	yacL	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	TRAM
ELMOCPCJ_01334	543734.LCABL_25090	0.0	879.0	COG1066@1|root,COG1066@2|Bacteria,1TQ7Y@1239|Firmicutes,4H9YC@91061|Bacilli,3F3W8@33958|Lactobacillaceae	91061|Bacilli	O	DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function	radA	-	-	ko:K04485	-	-	-	-	ko00000,ko03400	-	-	-	AAA_25,ATPase,ChlI
ELMOCPCJ_01335	543734.LCABL_25100	1.14e-128	365.0	COG0756@1|root,COG0756@2|Bacteria,1V6HX@1239|Firmicutes,4HIZ3@91061|Bacilli,3FB45@33958|Lactobacillaceae	91061|Bacilli	F	dUTPase	dut	-	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase
ELMOCPCJ_01336	543734.LCABL_25110	2.46e-67	203.0	COG2388@1|root,COG2388@2|Bacteria,1VEEX@1239|Firmicutes,4HNR2@91061|Bacilli,3F80F@33958|Lactobacillaceae	91061|Bacilli	S	GCN5-related N-acetyl-transferase	yjdJ	-	-	ko:K06975	-	-	-	-	ko00000	-	-	-	Acetyltransf_CG
ELMOCPCJ_01337	543734.LCABL_25120	8.43e-93	270.0	COG3152@1|root,COG3152@2|Bacteria,1VZ1N@1239|Firmicutes,4HY6Y@91061|Bacilli,3FCFB@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF805)	-	-	-	-	-	-	-	-	-	-	-	-	DUF805
ELMOCPCJ_01338	543734.LCABL_25130	0.0	876.0	COG3579@1|root,COG3579@2|Bacteria,1TRJN@1239|Firmicutes,4HBZ9@91061|Bacilli,3F3QA@33958|Lactobacillaceae	91061|Bacilli	E	aminopeptidase	pepE	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
ELMOCPCJ_01339	543734.LCABL_25140	0.0	897.0	COG3579@1|root,COG3579@2|Bacteria,1TRJN@1239|Firmicutes,4HBZ9@91061|Bacilli,3F49B@33958|Lactobacillaceae	91061|Bacilli	E	Peptidase C1-like family	pepC	-	3.4.22.40	ko:K01372	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C1_2
ELMOCPCJ_01340	543734.LCABL_25150	5.19e-252	692.0	28MJI@1|root,2ZAW0@2|Bacteria,1UZZX@1239|Firmicutes,4HCUA@91061|Bacilli,3F5KU@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	-
ELMOCPCJ_01341	543734.LCABL_25160	2.89e-274	751.0	28MM7@1|root,2Z8B9@2|Bacteria,1UJ2G@1239|Firmicutes,4ISZP@91061|Bacilli,3FBU3@33958|Lactobacillaceae	91061|Bacilli	S	ABC-2 family transporter protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	-
ELMOCPCJ_01342	543734.LCABL_25170	3.35e-213	588.0	COG1131@1|root,COG1131@2|Bacteria,1TQA2@1239|Firmicutes,4HEU0@91061|Bacilli,3FC3N@33958|Lactobacillaceae	91061|Bacilli	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
